treatment_hcp_id,control_hcp_id,method,event_id,event_date,target_ndc_category,specialty,region,pre_period_rx_baseline,control_pre_period_rx_baseline,is_matched,match_rank,control_specialty,treatment_city,control_city,treatment_experience_years,control_experience_years,rx_pct_diff,treatment_city_actual,control_city_actual
1761262934,,rule_based,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,234.16666666666666,,False,,,Northeast,,22,,,New Haven,
1782077311,1831183839,rule_based,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,148.83333333333334,152.0,True,1,pulmonology,Southeast,Southeast,9,12,2.1276595744680784,Tampa,Durham
1867204764,1081238747,rule_based,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,273.6666666666667,283.6666666666667,True,1,pulmonology,Southeast,Southeast,15,13,3.6540803897685747,Winston-Salem,Tampa
1880717263,1058647219,rule_based,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,296.5,293.0,True,1,pulmonology,Northeast,Northeast,12,11,1.1804384485666104,Portland,Albany
1964572899,1134509243,rule_based,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,134.0,132.83333333333334,True,1,pulmonology,Northeast,Northeast,8,8,0.8706467661691472,Philadelphia,Hartford
1011940271,1708639657,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,191.5,194.16666666666666,True,1,endocrinology,Northeast,Northeast,7,7,1.3925152306353301,Princeton,Worcester
1076376403,,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,433.0,,False,,,Northeast,,18,,,Boston,
1107038659,1758794279,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,350.1666666666667,347.8333333333333,True,1,endocrinology,Northeast,Northeast,10,7,0.6663493574488447,New York,Jersey City
1324722952,1333043895,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,216.0,220.5,True,1,endocrinology,Northeast,Northeast,12,12,2.083333333333333,Stamford,Albany
1330156328,1740626134,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southwest,187.5,202.16666666666666,True,1,endocrinology,Southwest,Southwest,6,5,7.822222222222217,Santa Fe,Oklahoma City
1364458855,,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southeast,257.0,,False,,,Southeast,,14,,,Columbia,
1423753536,1299832539,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,281.8333333333333,294.8333333333333,True,1,endocrinology,Northeast,Northeast,19,19,4.612655233589592,Allentown,Newark
1497642888,,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,205.66666666666666,,False,,,Northeast,,10,,,Pittsburgh,
1645233598,1174145494,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,316.0,314.3333333333333,True,1,endocrinology,Northeast,Northeast,10,7,0.5274261603375587,Boston,Hartford
1704331150,1702446943,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,298.3333333333333,298.8333333333333,True,1,endocrinology,West,West,11,12,0.1675977653631285,Denver,Spokane
1746046261,,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,157.5,,False,,,Northeast,,4,,,Hershey,
1749652321,,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,114.83333333333333,,False,,,West,,8,,,Colorado Springs,
1803502636,1995404856,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,200.16666666666666,210.5,True,2,endocrinology,Northeast,Northeast,7,5,5.162364696086599,Princeton,Camden
1880426881,,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,303.8333333333333,,False,,,Northeast,,10,,,Buffalo,
1964945871,1249657408,rule_based,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,257.0,243.0,True,1,endocrinology,Northeast,Northeast,6,8,5.447470817120623,New Haven,Princeton
1044379984,1765233105,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,neurology,Midwest,127.0,128.16666666666666,True,1,neurology,Midwest,Midwest,9,6,0.9186351706036671,Grand Rapids,Peoria
1058647219,,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,pulmonology,Northeast,182.66666666666666,,False,,,Northeast,,11,,,Albany,
1094274762,,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,96.5,,False,,,West,,4,,,Salt Lake City,
1145899849,1752727945,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,87.5,82.5,True,1,primary care,West,West,17,14,5.714285714285714,Portland,Los Angeles
1194203331,1647196991,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,rheumatology,Southeast,275.5,276.1666666666667,True,1,rheumatology,Southeast,Southeast,5,8,0.24198427102239042,Columbia,Richmond
1251567115,1540759788,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Midwest,136.0,123.16666666666667,True,1,primary care,Midwest,Midwest,8,6,9.43627450980392,Rockford,St. Louis
1355374483,,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,319.5,,False,,,West,,3,,,Eugene,
1376656900,1732000645,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southwest,118.66666666666667,115.66666666666667,True,1,cardiology,Southwest,Southwest,6,8,2.528089887640449,Tucson,Scottsdale
1413519731,1783823739,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,223.83333333333334,223.66666666666666,True,1,primary care,Southwest,Southwest,13,13,0.07446016381236885,Austin,Oklahoma City
1425340662,1289174306,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,115.66666666666667,114.5,True,1,primary care,Southwest,Southwest,17,17,1.0086455331412143,Austin,Mesa
1475115246,1722898792,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southeast,118.0,127.0,True,1,cardiology,Southeast,Southeast,17,19,7.627118644067797,Macon,Charlottesville
1567742360,1873780039,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,204.0,208.33333333333334,True,1,primary care,West,West,8,9,2.124183006535952,Provo,Provo
1639269087,1209566128,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Northeast,263.6666666666667,275.0,True,1,primary care,Northeast,Northeast,18,15,4.298356510745884,Buffalo,Stamford
1676855970,1644815767,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,190.33333333333334,190.0,True,1,primary care,West,West,16,16,0.1751313485113885,Provo,Tacoma
1683943777,1722038985,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,West,214.5,200.5,True,1,cardiology,West,West,8,8,6.526806526806526,Provo,Denver
1719186219,1205576824,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,West,114.5,124.16666666666667,True,1,oncology,West,West,14,13,8.442503639010193,Sacramento,Spokane
1738903891,1769333869,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Southeast,140.5,151.83333333333334,True,1,endocrinology,Southeast,Southeast,18,20,8.066429418742594,Charlotte,Columbia
1828766265,,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,Southwest,53.333333333333336,,False,,,Southwest,,8,,,Fort Worth,
1880426881,1657025858,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Northeast,137.66666666666666,139.66666666666666,True,1,endocrinology,Northeast,Northeast,10,10,1.4527845036319613,Buffalo,Buffalo
1989798412,1166368237,rule_based,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,196.83333333333334,188.0,True,1,primary care,Southwest,Southwest,13,10,4.487722269263341,Las Vegas,Tulsa
1326516303,1852326267,rule_based,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Southwest,188.5,187.66666666666666,True,1,oncology,Southwest,Southwest,12,12,0.44208664898320577,Phoenix,Tulsa
1362648127,1965430253,rule_based,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,181.5,173.16666666666666,True,1,oncology,Northeast,Northeast,4,6,4.591368227731869,Albany,Cambridge
1785764022,1124315999,rule_based,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,129.33333333333334,134.16666666666666,True,1,oncology,Northeast,Northeast,17,15,3.737113402061841,Bangor,Portland
1811081532,1659738110,rule_based,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,154.83333333333334,142.33333333333334,True,1,oncology,Northeast,Northeast,12,10,8.073196986006458,Philadelphia,Bangor
1969914385,,rule_based,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,West,222.66666666666666,,False,,,West,,12,,,Denver,
1120080837,,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,179.33333333333334,,False,,,Northeast,,16,,,Hartford,
1265952337,,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,368.3333333333333,,False,,,Northeast,,22,,,Syracuse,
1299418347,1897395806,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,286.1666666666667,277.3333333333333,True,1,cardiology,Northeast,Northeast,18,15,3.086779266161923,Springfield,Portland
1332369119,1451721462,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,232.5,237.16666666666666,True,1,cardiology,Southeast,Southeast,9,7,2.007168458781358,Raleigh,Charlottesville
1444774099,,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,154.66666666666666,,False,,,West,,27,,,Salt Lake City,
1460081361,1132120993,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,136.16666666666666,130.0,True,1,cardiology,Northeast,Northeast,7,10,4.528763769889834,Bangor,Princeton
1492077734,,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Midwest,382.6666666666667,,False,,,Midwest,,6,,,Green Bay,
1610177150,1722898792,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,284.6666666666667,285.1666666666667,True,1,cardiology,Southeast,Southeast,19,19,0.17564402810304447,Mobile,Charlottesville
1657725655,,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,479.1666666666667,,False,,,West,,13,,,Seattle,
1672904236,1167711153,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,204.33333333333334,212.0,True,1,cardiology,Northeast,Northeast,5,8,3.7520391517128826,Philadelphia,Princeton
1710163217,1856406925,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,243.5,219.5,True,1,cardiology,Northeast,Northeast,11,12,9.856262833675565,Albany,Pittsburgh
1714292012,1836894604,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,210.5,217.0,True,1,cardiology,Southeast,Southeast,14,12,3.0878859857482186,Tampa,Norfolk
1714986282,1933607412,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,167.33333333333334,170.0,True,1,cardiology,West,West,10,12,1.5936254980079625,Tacoma,Tacoma
1724092733,1042224778,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,280.8333333333333,278.0,True,1,cardiology,Northeast,Northeast,5,6,1.0089020771513286,Pittsburgh,Albany
1732000645,1701585576,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southwest,365.8333333333333,332.6666666666667,True,1,cardiology,Southwest,Southwest,8,9,9.066059225512518,Scottsdale,Scottsdale
1814938340,1107378550,rule_based,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,225.0,238.33333333333334,True,2,cardiology,Southeast,Southeast,13,14,5.92592592592593,Huntsville,Charleston
1133616429,,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,172.5,,False,,,Midwest,,10,,,Grand Rapids,
1159841240,,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,372.8333333333333,,False,,,Southeast,,17,,,Charlotte,
1228081653,1937449878,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,82.5,88.83333333333333,True,1,neurology,Southeast,Southeast,8,9,7.676767676767671,Durham,Charlottesville
1327009084,1103232447,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,207.83333333333334,200.66666666666666,True,1,neurology,Southwest,Southwest,13,11,3.4482758620689746,Scottsdale,Phoenix
1592062677,,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,328.5,,False,,,Southeast,,9,,,Nashville,
1636376422,1925142923,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,208.5,205.66666666666666,True,1,neurology,Southwest,Southwest,7,8,1.3589128697042412,San Antonio,Oklahoma City
1674345776,1844748057,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,227.0,227.16666666666666,True,1,neurology,Midwest,Midwest,14,16,0.0734214390602014,Cleveland,St. Paul
1719574174,,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,115.66666666666667,,False,,,Midwest,,11,,,St. Louis,
1788421810,1309371148,rule_based,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Northeast,211.0,209.83333333333334,True,1,neurology,Northeast,Northeast,15,12,0.5529225908372782,Springfield,Syracuse
1022312734,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,40.666666666666664,,False,,,Midwest,,7,,,Columbia,
1048976678,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,84.33333333333333,,False,,,Southeast,,18,,,Orlando,
1050506165,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southeast,56.5,,False,,,Southeast,,6,,,Raleigh,
1065870788,1190842652,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,136.5,147.16666666666666,True,1,primary care,Southwest,Southwest,7,10,7.814407814407807,Tucson,Las Vegas
1081051991,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southwest,75.0,,False,,,Southwest,,15,,,Fort Worth,
1098995024,1742974847,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,89.33333333333333,86.5,True,1,primary care,Northeast,Northeast,6,7,3.1716417910447707,Pittsburgh,Princeton
1101185407,1356982086,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,185.83333333333334,182.0,True,1,primary care,Midwest,Midwest,17,16,2.062780269058301,Lansing,Cincinnati
1123148250,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southwest,257.0,,False,,,Southwest,,19,,,Austin,
1133130363,1084471394,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,244.66666666666666,255.66666666666666,True,1,primary care,Northeast,Northeast,13,12,4.49591280653951,Hartford,Springfield
1189244753,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,neurology,Northeast,215.16666666666666,,False,,,Northeast,,12,,,Portland,
1263807582,1300654963,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,233.5,245.83333333333334,True,1,primary care,Northeast,Northeast,7,9,5.281941470378306,Syracuse,Albany
1280087226,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,489.0,,False,,,Northeast,,10,,,Rochester,
1296552940,1762971749,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,75.5,72.66666666666667,True,1,primary care,Northeast,Northeast,8,9,3.752759381898448,Rochester,New Haven
1332369119,1494868502,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southeast,56.666666666666664,58.166666666666664,True,1,cardiology,Southeast,Southeast,9,7,2.6470588235294117,Raleigh,Huntsville
1413519731,1783823739,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,234.0,227.0,True,1,primary care,Southwest,Southwest,13,13,2.9914529914529915,Austin,Oklahoma City
1456299035,1815807585,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,259.3333333333333,236.5,True,1,primary care,Southeast,Southeast,15,13,8.80462724935732,Mobile,Knoxville
1481247389,1489598965,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,314.0,284.1666666666667,True,1,primary care,Southeast,Southeast,24,21,9.501061571125259,Winston-Salem,Charleston
1484724632,1261377760,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,136.83333333333334,141.0,True,1,primary care,Northeast,Northeast,14,14,3.045066991473805,Princeton,Stamford
1547244776,1417682113,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Northeast,71.66666666666667,76.66666666666667,True,1,pulmonology,Northeast,Northeast,18,16,6.976744186046512,Cambridge,Hartford
1552813903,1665478461,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,109.5,117.5,True,1,primary care,Northeast,Northeast,10,10,7.30593607305936,Newark,New York
1567742360,1873780039,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,211.16666666666666,209.5,True,1,primary care,West,West,8,9,0.7892659826361439,Provo,Provo
1592123891,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,78.5,,False,,,Northeast,,18,,,Allentown,
1595301304,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,127.16666666666667,,False,,,Southwest,,13,,,Tulsa,
1639269087,1418997171,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,253.33333333333334,261.1666666666667,True,1,primary care,Northeast,Northeast,18,18,3.0921052631578982,Buffalo,Jersey City
1644815767,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,192.0,,False,,,West,,16,,,Tacoma,
1674102136,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,104.16666666666667,,False,,,Northeast,,13,,,Hartford,
1724092733,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Northeast,53.0,,False,,,Northeast,,5,,,Pittsburgh,
1725724532,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,201.5,,False,,,Northeast,,32,,,Boston,
1740047711,1838439200,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,164.33333333333334,164.0,True,1,primary care,Southeast,Southeast,13,16,0.20283975659229786,Greenville,Greenville
1824172013,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,507.8333333333333,,False,,,Midwest,,10,,,Grand Rapids,
1862986803,,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,256.1666666666667,,False,,,Midwest,,25,,,Grand Rapids,
1896554999,1657035808,rule_based,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,197.33333333333334,205.16666666666666,True,1,primary care,West,West,14,14,3.9695945945945845,Eugene,Eugene
