treatment_hcp_id,control_hcp_id,method,event_id,event_date,target_ndc_category,specialty,region,pre_period_rx_baseline,control_pre_period_rx_baseline,is_matched,match_rank,distance_score,pool_relaxed
1867204764,1526834563,nearest_neighbor,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,273.6666666666667,204.5,True,1,1.4837455580047718,False
1880717263,1632734848,nearest_neighbor,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,296.5,226.66666666666666,True,1,0.97801440275087,False
1964572899,1416644254,nearest_neighbor,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,134.0,141.16666666666666,True,1,1.46122708280051,False
1011940271,1297391371,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,191.5,163.0,True,1,1.2359369797419753,False
1076376403,1025978341,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,433.0,393.6666666666667,True,1,0.991656691065771,False
1107038659,1137408567,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,350.1666666666667,384.1666666666667,True,1,1.9933808741265568,False
1324722952,1237205202,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,216.0,147.0,True,1,1.5042560184444147,False
1330156328,1999506508,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southwest,187.5,223.33333333333334,True,1,1.550139158799211,False
1364458855,1949335115,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southeast,257.0,451.1666666666667,True,1,1.5266273036100548,False
1423753536,1657025858,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,281.8333333333333,384.5,True,1,1.353424250070095,False
1497642888,1657655308,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,205.66666666666666,179.33333333333334,True,1,0.593665617439387,False
1645233598,1758794279,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,316.0,347.8333333333333,True,1,0.8118251280872344,False
1704331150,1432188427,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,298.3333333333333,294.1666666666667,True,1,1.4954768756431993,False
1746046261,1174145494,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,157.5,314.3333333333333,True,3,2.0918393461728946,False
1749652321,1808677938,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,114.83333333333333,137.66666666666666,True,1,0.6114641475359759,False
1803502636,1708639657,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,200.16666666666666,194.16666666666666,True,1,0.7196618407662528,False
1880426881,1400951004,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,303.8333333333333,334.6666666666667,True,1,1.7037232332471894,False
1964945871,1995404856,nearest_neighbor,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,257.0,210.5,True,1,0.3046841261132891,False
1044379984,1765233105,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,neurology,Midwest,127.0,128.16666666666666,True,1,0.9072209424250753,False
1058647219,1697855363,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,pulmonology,Northeast,182.66666666666666,102.16666666666667,True,1,1.7454469311913774,False
1094274762,1939052563,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,96.5,78.33333333333333,True,1,1.5713043205862955,False
1145899849,1937514325,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,87.5,163.66666666666666,True,1,1.5081645596793283,False
1194203331,1075683551,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,rheumatology,Southeast,275.5,207.5,True,1,1.4225338661369444,False
1251567115,1540759788,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Midwest,136.0,123.16666666666667,True,1,0.5528419140926097,False
1355374483,1873780039,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,319.5,208.33333333333334,True,1,1.057896727556167,False
1376656900,1701585576,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southwest,118.66666666666667,113.16666666666667,True,1,1.6173830581278545,False
1413519731,1670560261,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,223.83333333333334,140.83333333333334,True,1,1.52314474637505,False
1425340662,1166368237,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,115.66666666666667,188.0,True,1,1.470334379679013,False
1475115246,1074076039,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southeast,118.0,195.83333333333334,True,1,0.8785463298176738,False
1567742360,1721479586,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,204.0,128.33333333333334,True,1,1.4818786376642032,False
1639269087,1189769080,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Northeast,263.6666666666667,175.5,True,1,1.6914215984509013,False
1676855970,1479078465,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,190.33333333333334,75.83333333333333,True,1,0.9266822032472025,False
1683943777,1138208594,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,West,214.5,214.0,True,1,0.5617237950207226,False
1719186219,1772776476,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,West,114.5,135.5,True,1,0.9674713440126806,False
1738903891,1285330571,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Southeast,140.5,313.8333333333333,True,1,2.278929675091439,False
1828766265,1934613260,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,Southwest,53.333333333333336,28.5,True,1,1.5583504126475616,False
1880426881,1400951004,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Northeast,137.66666666666666,114.0,True,1,1.6997990731782302,False
1989798412,1209829039,nearest_neighbor,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,196.83333333333334,159.83333333333334,True,1,1.903046395532001,False
1326516303,1210642439,nearest_neighbor,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Southwest,188.5,96.33333333333333,True,1,1.037197589578153,False
1362648127,1018861793,nearest_neighbor,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,181.5,102.5,True,1,1.102647137405304,False
1785764022,1511742359,nearest_neighbor,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,129.33333333333334,172.66666666666666,True,1,1.479237914986127,False
1811081532,1242598583,nearest_neighbor,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,154.83333333333334,233.66666666666666,True,1,1.5322874356321494,False
1969914385,1424541534,nearest_neighbor,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,West,222.66666666666666,149.33333333333334,True,1,1.601216347989218,False
1120080837,1897395806,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,179.33333333333334,277.3333333333333,True,1,1.3750495504374345,False
1265952337,1871372714,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,368.3333333333333,253.5,True,1,1.6520251484611375,False
1299418347,1856406925,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,286.1666666666667,219.5,True,1,1.0464303361180247,False
1332369119,1443907526,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,232.5,160.83333333333334,True,1,0.8912210987487746,False
1444774099,1361620622,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,154.66666666666666,165.83333333333334,True,1,1.4113780892840089,False
1460081361,1133042691,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,136.16666666666666,248.66666666666666,True,1,1.8011545232671917,False
1492077734,1078096579,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Midwest,382.6666666666667,410.8333333333333,True,1,1.715558581568478,False
1610177150,1246448348,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,284.6666666666667,315.8333333333333,True,1,1.8506648694054308,False
1657725655,1362560363,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,479.1666666666667,388.6666666666667,True,1,1.821171560908307,False
1672904236,1056679651,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,204.33333333333334,225.33333333333334,True,2,1.5308319504043464,False
1710163217,1860037419,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,243.5,237.16666666666666,True,1,0.5510412098939421,False
1714292012,1751172259,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,210.5,322.3333333333333,True,1,0.8267092537876154,False
1714986282,1028050239,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,167.33333333333334,219.0,True,1,1.5952767391416998,False
1724092733,1848800052,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,280.8333333333333,286.5,True,2,1.5382278081858516,False
1732000645,1036176265,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southwest,365.8333333333333,441.3333333333333,True,1,1.554142993334614,False
1814938340,1743431961,nearest_neighbor,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,225.0,168.16666666666666,True,1,1.5305217154776867,False
1133616429,1841791217,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,172.5,222.5,True,1,1.5273033823545379,False
1159841240,1204261733,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,372.8333333333333,253.83333333333334,True,1,2.007469300481063,False
1228081653,1937449878,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,82.5,88.83333333333333,True,1,1.511314168893487,False
1327009084,1618352078,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,207.83333333333334,171.83333333333334,True,1,1.547891236405862,False
1592062677,1026926489,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,328.5,275.6666666666667,True,1,1.486047808464311,False
1636376422,1103232447,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,208.5,200.66666666666666,True,1,1.5135503010826319,False
1674345776,1844748057,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,227.0,227.16666666666666,True,1,0.4268911136820136,False
1719574174,1987971524,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,115.66666666666667,85.5,True,1,0.22845262854155102,False
1788421810,1467704312,nearest_neighbor,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Northeast,211.0,174.5,True,1,0.9768016080013673,False
1022312734,1842420535,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,40.666666666666664,67.0,True,1,1.146339238212097,False
1048976678,1181854898,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,84.33333333333333,181.33333333333334,True,1,1.7217271570670487,False
1050506165,1838576308,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southeast,56.5,173.66666666666666,True,1,1.8442315719737343,False
1065870788,1670560261,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,136.5,147.0,True,1,1.868733206502813,False
1081051991,1870532862,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southwest,75.0,73.83333333333333,True,1,2.0946770155016257,False
1098995024,1665478461,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,89.33333333333333,117.5,True,1,0.7974370312263973,False
1101185407,1191545544,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,185.83333333333334,196.5,True,1,1.0684629312953398,False
1123148250,1830884742,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southwest,257.0,206.0,True,1,1.9256824552777079,False
1133130363,1002145427,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,244.66666666666666,210.0,True,2,1.747202080818142,False
1189244753,1879821175,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,neurology,Northeast,215.16666666666666,187.33333333333334,True,1,1.5939873394788315,False
1263807582,1209566128,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,233.5,274.5,True,2,2.126351906239592,False
1280087226,1124726435,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,489.0,450.3333333333333,True,1,2.3059496969399222,False
1296552940,1060922949,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,75.5,38.333333333333336,True,1,1.0715296386197743,False
1332369119,1443907526,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southeast,56.666666666666664,176.5,True,1,1.0534164186007902,False
1413519731,1806479196,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,234.0,304.6666666666667,True,1,1.529732579984136,False
1456299035,1803233885,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,259.3333333333333,305.1666666666667,True,1,1.5339092555389024,False
1481247389,1489598965,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,314.0,284.1666666666667,True,1,0.9031162056410398,False
1484724632,1877046932,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,136.83333333333334,150.83333333333334,True,1,1.4476592589286323,False
1547244776,1655727265,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Northeast,71.66666666666667,73.66666666666667,True,1,1.5548539847261467,False
1552813903,1316743925,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,109.5,168.83333333333334,True,1,1.0470721204230304,False
1567742360,1721479586,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,211.16666666666666,132.0,True,1,1.4881179706298502,False
1592123891,1767508967,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,78.5,166.66666666666666,True,5,2.438297165820776,False
1595301304,1908168895,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,127.16666666666667,165.66666666666666,True,1,1.1779403311180248,False
1639269087,1189769080,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,253.33333333333334,178.0,True,1,1.6700771030623183,False
1644815767,1138281740,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,192.0,185.5,True,1,0.8871344571923044,False
1674102136,1762971749,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,104.16666666666667,72.66666666666667,True,1,0.7131890194350242,False
1724092733,1056679651,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Northeast,53.0,84.16666666666667,True,1,1.5352111284480763,False
1725724532,1144669185,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,201.5,189.33333333333334,True,1,2.646063708696751,False
1740047711,1174238463,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,164.33333333333334,180.83333333333334,True,1,0.36048070483040456,False
1824172013,1287287258,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,507.8333333333333,298.6666666666667,True,1,1.5326749511487705,False
1862986803,1135650855,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,256.1666666666667,169.33333333333334,True,1,1.4158259047614528,False
1896554999,1536278926,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,197.33333333333334,117.83333333333333,True,1,0.7537609235003958,False
1924355757,1209829039,nearest_neighbor,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,223.16666666666666,164.16666666666666,True,1,1.7672812888251506,False
1124726435,1689916181,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,366.6666666666667,156.83333333333334,True,4,2.577304236613646,False
1124890801,1418997171,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,218.66666666666666,223.5,True,1,1.4976143902503953,False
1132120993,1167711153,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Northeast,112.5,110.66666666666667,True,1,1.1973559022349698,False
1144669185,1209566128,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,474.5,180.83333333333334,True,2,2.4607284227598822,False
1189769080,1018018261,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,222.5,250.0,True,1,1.6632952692255698,False
1198262952,1536141264,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,pulmonology,Northeast,186.0,182.33333333333334,True,1,0.9089523653369692,False
1202669523,1041640354,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Midwest,264.5,287.8333333333333,True,1,1.4347378733176674,False
1299418347,1856406925,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Northeast,95.0,135.0,True,1,0.9988748142498642,False
1300654963,1058325303,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,289.6666666666667,155.83333333333334,True,1,1.7336705700872312,False
1341556789,1120914548,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,West,511.0,296.3333333333333,True,2,3.8806418236957576,False
1423152481,1523498065,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Southeast,281.5,95.66666666666667,True,1,2.0564790144722163,False
1478412079,1742318383,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Midwest,166.33333333333334,107.0,True,1,1.5066281985264356,False
1552813903,1316743925,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,252.16666666666666,340.5,True,1,1.1148067440181375,False
1594466975,1361620622,nearest_neighbor,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,West,106.16666666666667,128.83333333333334,True,1,0.7190240380029589,False
