treatment_hcp_id,control_hcp_id,method,event_id,event_date,target_ndc_category,specialty,region,pre_period_rx_baseline,control_pre_period_rx_baseline,is_matched,match_rank,propensity_score,control_propensity_score,propensity_distance
1361521440,1413202163,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,endocrinology,Midwest,98.16666666666667,92.83333333333333,True,1,0.13328298496367955,0.13387293622340116,0.0005899512597216106
1394609428,1305686507,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,endocrinology,Southwest,300.8333333333333,300.3333333333333,True,1,0.18640166417182313,0.1846798039970779,0.0017218601747452378
1413519731,,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Southwest,428.6666666666667,,False,,,,
1425610817,1240393805,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Southeast,53.333333333333336,55.0,True,1,0.09551116133759169,0.09435951463816171,0.0011516466994299784
1456207657,1862986803,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Midwest,170.0,172.33333333333334,True,1,0.0916931797810689,0.09181418758706401,0.0001210078059951103
1511022174,1812815243,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Midwest,150.5,152.0,True,1,0.09068749501908212,0.09076450149854243,7.700647946030925e-05
1520551320,1025231352,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,rheumatology,Northeast,169.16666666666666,182.16666666666666,True,1,0.06782061743039967,0.06712969957706297,0.0006909178533367061
1592062677,1464676570,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,neurology,Southeast,167.33333333333334,162.16666666666666,True,1,0.06117274140257384,0.0562483409190919,0.004924400483481937
1706991829,1551107307,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,endocrinology,Midwest,256.1666666666667,254.0,True,1,0.11678338011473521,0.11699714616033612,0.00021376604560090218
1710163217,1885189138,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,cardiology,Northeast,165.16666666666666,168.5,True,1,0.03574486780753803,0.03633004386950408,0.0005851760619660501
1717519684,1801662945,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,endocrinology,Midwest,158.16666666666666,156.16666666666666,True,1,0.12679661043007348,0.12700840585420722,0.00021179542413374275
1725623817,1289174306,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Southwest,179.5,186.83333333333334,True,1,0.05717723888797485,0.06119774124262763,0.0040205023546527816
1742100898,1381937048,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Midwest,50.833333333333336,61.5,True,1,0.08570098868525929,0.08622255161942717,0.0005215629341678851
1785764022,1486382629,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,oncology,Northeast,192.66666666666666,188.0,True,1,0.25302432014443743,0.20348003122208674,0.04954428892235069
1811081532,1242598583,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,oncology,Northeast,209.66666666666666,211.66666666666666,True,1,0.4863131447585978,0.5165326929742928,0.030219548215695002
1927430854,1489598965,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Southeast,230.5,229.66666666666666,True,1,0.024773057392870258,0.024935483420521314,0.0001624260276510553
1993367014,1341720393,psm,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,pulmonology,Midwest,150.33333333333334,126.83333333333333,True,1,0.059425120306216946,0.05012064520198908,0.009304475104227869
1050506165,1782341873,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,226.83333333333334,235.83333333333334,True,1,0.12022765858606424,0.12208723164169251,0.0018595730556282691
1139166684,1341720393,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Midwest,206.16666666666666,212.5,True,1,0.23271855444952544,0.25460446494254657,0.021885910493021132
1198262952,,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,515.3333333333334,,False,,,,
1229022169,1731313338,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,West,124.16666666666667,120.83333333333333,True,1,0.03750117960703507,0.03857900115450121,0.0010778215474661415
1352578078,1293528836,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,326.1666666666667,318.3333333333333,True,1,0.1421534388160237,0.1403098401412179,0.0018435986748057964
1449331358,1474100561,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Midwest,132.66666666666666,140.5,True,1,0.07096481553774689,0.08128602662667285,0.01032121108892596
1555906795,,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Midwest,375.6666666666667,,False,,,,
1648626962,,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southwest,299.6666666666667,,False,,,,
1761262934,1632734848,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,234.16666666666666,226.66666666666666,True,1,0.19697120047151648,0.187545573552155,0.009425626919361468
1782077311,1501015600,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,148.83333333333334,149.16666666666666,True,1,0.1051153732654533,0.10517623439694197,6.0861131488676445e-05
1867204764,1349686455,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,273.6666666666667,269.5,True,1,0.13017693288909607,0.12926414108934417,0.0009127917997518997
1880717263,1058647219,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,296.5,293.0,True,1,0.28888449993767673,0.28309985936624066,0.005784640571436073
1964572899,1134509243,psm,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,134.0,132.83333333333334,True,1,0.09831570526101352,0.09748175675684084,0.0008339485041726769
1011940271,1708639657,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,191.5,194.16666666666666,True,1,0.34505939224060417,0.3450119197425051,4.747249809905485e-05
1076376403,1025978341,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,433.0,393.6666666666667,True,1,0.3407727888227104,0.34146920119341745,0.0006964123707070558
1107038659,1758794279,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,350.1666666666667,347.8333333333333,True,1,0.3422401830753228,0.3422815620223302,4.137894700739775e-05
1324722952,1333043895,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,216.0,220.5,True,1,0.34462335499280244,0.3445432949210758,8.006007172661755e-05
1330156328,1598998692,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southwest,187.5,192.33333333333334,True,1,0.06885882805613498,0.06738630178398156,0.0014725262721534266
1364458855,1541422121,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southeast,257.0,249.33333333333334,True,1,0.04014693411488009,0.03989148131941986,0.0002554527954602287
1423753536,1677860136,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,281.8333333333333,283.1666666666667,True,1,0.3434529869683016,0.3434293028925404,2.368407576119891e-05
1497642888,1995404856,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,205.66666666666666,210.5,True,1,0.34480723001296754,0.34472121816875706,8.601184421047625e-05
1645233598,1174145494,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,316.0,314.3333333333333,True,1,0.3428463285266456,0.3428759097322764,2.958120563079092e-05
1704331150,1702446943,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,298.3333333333333,298.8333333333333,True,1,0.06969195092304983,0.06976178456933807,6.983364628823652e-05
1746046261,1297391371,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,157.5,163.0,True,1,0.34566493722623376,0.3455669474234563,9.798980277747615e-05
1749652321,1081498101,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,114.83333333333333,122.0,True,1,0.04803753584776278,0.04874814814686235,0.0007106122990995639
1803502636,1657655308,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,200.16666666666666,179.33333333333334,True,1,0.3449051179248468,0.34527602471717533,0.0003709067923285403
1880426881,1453128708,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,303.8333333333333,295.8333333333333,True,1,0.34306229938587435,0.3432043430369196,0.00014204365104525385
1964945871,1249657408,psm,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,257.0,243.0,True,1,0.34389424512609407,0.3441431269847474,0.0002488818586533492
1044379984,1765233105,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,neurology,Midwest,127.0,128.16666666666666,True,1,0.07902837475555705,0.0801700831404715,0.0011417083849144527
1058647219,,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,pulmonology,Northeast,182.66666666666666,,False,,,,
1094274762,1905395731,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,96.5,92.16666666666667,True,1,0.06851176290287118,0.06543685242685453,0.003074910476016657
1145899849,1806707737,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,87.5,91.83333333333333,True,1,0.06226926330791728,0.06520571240943213,0.002936449101514846
1194203331,1647196991,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,rheumatology,Southeast,275.5,276.1666666666667,True,1,0.4907031698144139,0.5035080662983582,0.012804896483944284
1251567115,1268222167,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Midwest,136.0,134.83333333333334,True,1,0.025222792174232646,0.025268383387552683,4.559121332003632e-05
1355374483,,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,319.5,,False,,,,
1376656900,1732000645,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southwest,118.66666666666667,115.66666666666667,True,1,0.05085942356697437,0.051268450530488514,0.0004090269635141433
1413519731,1783823739,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,223.83333333333334,223.66666666666666,True,1,0.139057427022673,0.1389249955136344,0.00013243150903860523
1425340662,1595301304,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,115.66666666666667,116.5,True,1,0.07301085359908696,0.07338621936595804,0.00037536576687108303
1475115246,1282914906,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southeast,118.0,112.0,True,1,0.042057862644466655,0.042677063106445354,0.0006192004619786987
1567742360,1873780039,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,204.0,208.33333333333334,True,1,0.19959057365397956,0.2075693081639958,0.007978734510016239
1639269087,1084471394,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Northeast,263.6666666666667,259.5,True,1,0.03889116335275482,0.037637563653571085,0.0012535996991837328
1676855970,1644815767,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,190.33333333333334,190.0,True,1,0.17594391041561075,0.17539568832423436,0.0005482220913763935
1683943777,1138208594,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,West,214.5,214.0,True,1,0.20151461147353103,0.19609112449500032,0.005423486978530706
1719186219,1088938448,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,West,114.5,109.16666666666667,True,1,0.05985771892040483,0.053052737897041076,0.006804981023363757
1738903891,1061035188,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Southeast,140.5,136.0,True,1,0.043555104294323826,0.04280473751629699,0.0007503667780268397
1828766265,1877986913,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,Southwest,53.333333333333336,72.5,True,1,0.09080167872635125,0.054873483809567636,0.03592819491678362
1880426881,1657025858,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Northeast,137.66666666666666,139.66666666666666,True,1,0.04551296309317612,0.04544108598860659,7.187710456953156e-05
1989798412,1166368237,psm,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,196.83333333333334,188.0,True,1,0.11894986887370591,0.11293929353676117,0.00601057533694474
1326516303,1852326267,psm,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Southwest,188.5,187.66666666666666,True,1,0.0689445657016546,0.06860660821047845,0.00033795749117614127
1362648127,1828803407,psm,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,181.5,173.33333333333334,True,1,0.09659558145355908,0.0978160916431493,0.0012205101895902265
1785764022,1580871600,psm,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,129.33333333333334,127.66666666666667,True,1,0.1046309808810574,0.10489718766031217,0.0002662067792547629
1811081532,1789149345,psm,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,154.83333333333334,157.5,True,1,0.10063187713165389,0.10022160242616913,0.0004102747054847561
1969914385,,psm,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,West,222.66666666666666,,False,,,,
1120080837,1746587884,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,179.33333333333334,186.66666666666666,True,1,0.22425040506196298,0.22532515871695022,0.0010747536549872427
1265952337,1350739367,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,368.3333333333333,332.3333333333333,True,1,0.2531068181419864,0.24742598059319595,0.005680837548790424
1299418347,1848800052,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,286.1666666666667,286.5,True,1,0.2402670932724573,0.2403182709353685,5.117766291121151e-05
1332369119,1451721462,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,232.5,237.16666666666666,True,1,0.16847120557108364,0.1705909417769097,0.0021197362058260616
1444774099,1614978876,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,154.66666666666666,150.83333333333334,True,1,0.04325160106724294,0.04205353271379516,0.0011980683534477815
1460081361,1132120993,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,136.16666666666666,130.0,True,1,0.2179980328860854,0.2171151765272808,0.0008828563588046123
1492077734,1880265578,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Midwest,382.6666666666667,370.3333333333333,True,1,0.15436149760717413,0.11325991544693788,0.04110158216023625
1610177150,1722898792,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,284.6666666666667,285.1666666666667,True,1,0.19338010173422207,0.19363185352507936,0.0002517517908572908
1657725655,,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,479.1666666666667,,False,,,,
1672904236,1440538092,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,204.33333333333334,199.16666666666666,True,1,0.22792931264849908,0.2271655318817043,0.000763780766794786
1710163217,1368009035,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,243.5,240.5,True,1,0.23377800600543153,0.23332635548146324,0.0004516505239682833
1714292012,1836894604,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,210.5,217.0,True,1,0.15876044156926744,0.16158132694734711,0.002820885378079674
1714986282,1361620622,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,167.33333333333334,165.83333333333334,True,1,0.047446250824978775,0.046930019084695844,0.0005162317402829311
1724092733,1042224778,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,280.8333333333333,278.0,True,1,0.23944926445838657,0.23901556941871296,0.00043369503967360945
1732000645,,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southwest,365.8333333333333,,False,,,,
1814938340,1107378550,psm,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,225.0,238.33333333333334,True,1,0.16510856670016769,0.17112417464668228,0.006015607946514595
1133616429,1154629764,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,172.5,168.83333333333334,True,1,0.19247824834879879,0.19020931507282013,0.0022689332759786573
1159841240,,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,372.8333333333333,,False,,,,
1228081653,1937449878,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,82.5,88.83333333333333,True,1,0.06536069309405505,0.06721595072997237,0.0018552576359173178
1327009084,1925142923,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,207.83333333333334,205.66666666666666,True,1,0.10181215422454046,0.10136417068591091,0.00044798353862954277
1592062677,1413495239,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,328.5,287.8333333333333,True,1,0.18303941392101883,0.15599031917981934,0.027049094741199486
1636376422,1103232447,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,208.5,200.66666666666666,True,1,0.10195034807900942,0.10033703222490273,0.0016133158541066922
1674345776,1844748057,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,227.0,227.16666666666666,True,1,0.22863604425292586,0.2287536172292729,0.00011757297634704122
1719574174,1655374878,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,115.66666666666667,91.16666666666667,True,1,0.15959074240365687,0.1468833701251257,0.012707372278531165
1788421810,1309371148,psm,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Northeast,211.0,209.83333333333334,True,1,0.0382268993358449,0.038060452949558836,0.00016644638628606628
1022312734,1275443434,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,40.666666666666664,47.166666666666664,True,1,0.03412888539718242,0.035959303068471435,0.0018304176712890183
1048976678,1501344612,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,84.33333333333333,84.16666666666667,True,1,0.060410384876707426,0.06037196512347149,3.841975323593677e-05
1050506165,1250017203,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southeast,56.5,55.333333333333336,True,1,0.13601261946854473,0.14645063340248998,0.01043801393394525
1065870788,1769352273,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,136.5,139.5,True,1,0.117596997063072,0.11978023286770596,0.0021832358046339623
1081051991,1870532862,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southwest,75.0,73.83333333333333,True,1,0.13973551243134147,0.1418190266856055,0.002083514254264035
1098995024,1742974847,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,89.33333333333333,86.5,True,1,0.2374392707815726,0.23644839188870567,0.0009908788928669199
1101185407,1356982086,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,185.83333333333334,182.0,True,1,0.1058599094258088,0.10287551794317533,0.0029843914826334778
1123148250,,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southwest,257.0,,False,,,,
1133130363,1300654963,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,244.66666666666666,245.83333333333334,True,1,0.2960225657128304,0.296493057024191,0.00047049131136056577
1189244753,1635476009,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,neurology,Northeast,215.16666666666666,214.66666666666666,True,1,0.2245830320393806,0.22045702895134728,0.00412600308803332
1263807582,1689916181,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,233.5,213.33333333333334,True,1,0.29154128070166796,0.28355033149168,0.007990949209987941
1280087226,1124726435,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,489.0,450.3333333333333,True,1,0.4028271123248595,0.3849732935975039,0.01785381872735564
1296552940,1762971749,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,75.5,72.66666666666667,True,1,0.23262856149223188,0.2316516598852871,0.0009769016069447745
1332369119,1494868502,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southeast,56.666666666666664,58.166666666666664,True,1,0.12745032376876167,0.12025574690132801,0.007194576867433661
1413519731,1783823739,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,234.0,227.0,True,1,0.20799867048032297,0.20008971760785507,0.0079089528724679
1456299035,1423152481,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,259.3333333333333,265.1666666666667,True,1,0.1157447997796036,0.1181923601395884,0.0024475603599848073
1481247389,1084919582,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,314.0,308.3333333333333,True,1,0.14048364766313112,0.13772691715823504,0.002756730504896082
1484724632,1747032997,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,136.83333333333334,137.16666666666666,True,1,0.25447396830763913,0.254596310188082,0.00012234188044285554
1547244776,1655727265,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Northeast,71.66666666666667,73.66666666666667,True,1,0.08252877406768298,0.08025608955072461,0.002272684516958376
1552813903,1665478461,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,109.5,117.5,True,1,0.24457433598209907,0.24744462322583657,0.0028702872437375015
1567742360,1873780039,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,211.16666666666666,209.5,True,1,0.18276868084473963,0.1783130622309712,0.0044556186137684195
1592123891,1124890801,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,78.5,65.66666666666667,True,1,0.2336660529511249,0.2292504431152355,0.0044156098358893725
1595301304,1352216182,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,127.16666666666667,112.5,True,1,0.11102419967316562,0.10134535054332836,0.00967884912983727
1639269087,1084471394,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,253.33333333333334,255.66666666666666,True,1,0.29952794103849245,0.3004757456594044,0.0009478046209119295
1644815767,1138281740,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,192.0,185.5,True,1,0.13657233486878687,0.1233031621294426,0.013269172739344262
1674102136,1134089733,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,104.16666666666667,125.83333333333333,True,1,0.24267336222097202,0.25045845418887647,0.007785091967904445
1724092733,,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Northeast,53.0,,False,,,,
1725724532,1018018261,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,201.5,197.16666666666666,True,1,0.27892354735578884,0.2772408596563963,0.00168268769939256
1740047711,1838439200,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,164.33333333333334,164.0,True,1,0.08171364751898688,0.08161209498807678,0.00010155253091009842
1824172013,,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,507.8333333333333,,False,,,,
1862986803,1488515010,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,256.1666666666667,223.16666666666666,True,1,0.17538737771468144,0.13910010707894577,0.03628727063573567
1896554999,1657035808,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,197.33333333333334,205.16666666666666,True,1,0.1483402182310203,0.16712730158819328,0.018787083357172968
1924355757,1412773438,psm,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,223.16666666666666,223.5,True,1,0.19585515175248164,0.1962206674587251,0.0003655157062434633
1124726435,,psm,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,366.6666666666667,,False,,,,
1124890801,,psm,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,218.66666666666666,,False,,,,
1132120993,1167711153,psm,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Northeast,112.5,110.66666666666667,True,1,0.1442480931695105,0.14613833401877138,0.0018902408492608713
1144669185,,psm,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,474.5,,False,,,,
