treatment_hcp_id,control_hcp_id,method,event_id,event_date,target_ndc_category,specialty,region,pre_period_rx_baseline,control_pre_period_rx_baseline,is_matched,match_rank
1592062677,1964572899,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,neurology,Southeast,167.33333333333334,123.5,True,1
1706991829,1065455036,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,endocrinology,Midwest,256.1666666666667,145.16666666666666,True,1
1710163217,1243754490,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,cardiology,Northeast,165.16666666666666,308.0,True,1
1717519684,1131525051,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,endocrinology,Midwest,158.16666666666666,84.16666666666667,True,1
1725623817,1460081361,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Southwest,179.5,138.16666666666666,True,1
1742100898,1170846871,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Midwest,50.833333333333336,316.6666666666667,True,1
1785764022,1547112395,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,oncology,Northeast,192.66666666666666,65.83333333333333,True,1
1811081532,1050506165,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,oncology,Northeast,209.66666666666666,277.1666666666667,True,1
1927430854,1020833996,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,primary care,Southeast,230.5,107.83333333333333,True,1
1993367014,1354344503,random,EVT-0002,2023-07-09,CV_ANTICOAG_ORAL,pulmonology,Midwest,150.33333333333334,65.83333333333333,True,1
1050506165,1838576308,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,226.83333333333334,163.83333333333334,True,1
1139166684,1113190601,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Midwest,206.16666666666666,134.33333333333334,True,1
1198262952,1374281198,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,515.3333333333334,142.5,True,1
1229022169,1041494554,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,West,124.16666666666667,79.66666666666667,True,1
1352578078,1681501296,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,326.1666666666667,111.16666666666667,True,1
1449331358,1632734848,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Midwest,132.66666666666666,226.66666666666666,True,1
1555906795,1031568581,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Midwest,375.6666666666667,416.6666666666667,True,1
1648626962,1330067194,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southwest,299.6666666666667,327.0,True,1
1761262934,1655727265,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,234.16666666666666,362.3333333333333,True,1
1782077311,1679813331,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,148.83333333333334,175.83333333333334,True,1
1867204764,1546273719,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Southeast,273.6666666666667,183.83333333333334,True,1
1880717263,1205159704,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,296.5,97.5,True,1
1964572899,1438452850,random,EVT-0003,2023-07-10,PULM_ICS_LABA_INH,pulmonology,Northeast,134.0,56.0,True,1
1011940271,1025978341,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,191.5,393.6666666666667,True,1
1076376403,1738903891,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,433.0,373.8333333333333,True,1
1107038659,1702497342,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,350.1666666666667,310.1666666666667,True,1
1324722952,1605645914,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,216.0,91.33333333333333,True,1
1330156328,1305714580,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southwest,187.5,237.16666666666666,True,1
1364458855,1890077344,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Southeast,257.0,296.5,True,1
1423753536,1769333869,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,281.8333333333333,332.8333333333333,True,1
1497642888,1061035188,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,205.66666666666666,74.16666666666667,True,1
1645233598,1881781243,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,316.0,107.5,True,1
1704331150,1202777359,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,298.3333333333333,131.83333333333334,True,1
1746046261,1808677938,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,157.5,137.66666666666666,True,1
1749652321,1455101661,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,West,114.83333333333333,335.5,True,1
1803502636,1740626134,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,200.16666666666666,202.16666666666666,True,1
1880426881,1456937691,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,303.8333333333333,154.5,True,1
1964945871,1995404856,random,EVT-0004,2023-07-14,ENDO_BASAL_INSULIN,endocrinology,Northeast,257.0,210.5,True,1
1044379984,1267903205,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,neurology,Midwest,127.0,118.0,True,1
1058647219,1693350831,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,pulmonology,Northeast,182.66666666666666,96.83333333333333,True,1
1094274762,1697855363,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,96.5,102.16666666666667,True,1
1145899849,1331020234,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,87.5,161.5,True,1
1194203331,1742318383,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,rheumatology,Southeast,275.5,126.83333333333333,True,1
1251567115,1706770306,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Midwest,136.0,55.833333333333336,True,1
1355374483,1824172013,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,319.5,502.0,True,1
1376656900,1617703974,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southwest,118.66666666666667,136.0,True,1
1413519731,1567823350,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,223.83333333333334,30.833333333333332,True,1
1425340662,1184426066,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,115.66666666666667,74.83333333333333,True,1
1475115246,1401677194,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,Southeast,118.0,80.16666666666667,True,1
1567742360,1418295824,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,204.0,84.83333333333333,True,1
1639269087,1548035017,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Northeast,263.6666666666667,79.16666666666667,True,1
1676855970,1529045985,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,West,190.33333333333334,139.33333333333334,True,1
1683943777,1140492483,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,cardiology,West,214.5,39.0,True,1
1719186219,1632734848,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,West,114.5,115.0,True,1
1738903891,1987971524,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Southeast,140.5,79.16666666666667,True,1
1828766265,1332815285,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,oncology,Southwest,53.333333333333336,53.166666666666664,True,1
1880426881,1637550512,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,endocrinology,Northeast,137.66666666666666,39.833333333333336,True,1
1989798412,1732000645,random,EVT-0005,2023-07-17,METABOLIC_GLP1_INJ,primary care,Southwest,196.83333333333334,115.66666666666667,True,1
1326516303,1507378861,random,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Southwest,188.5,95.83333333333333,True,1
1362648127,1326905712,random,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,181.5,106.16666666666667,True,1
1785764022,1349076541,random,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,129.33333333333334,114.16666666666667,True,1
1811081532,1237849298,random,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,Northeast,154.83333333333334,78.33333333333333,True,1
1969914385,1831786672,random,EVT-0006,2023-07-18,ONC_TARGETED_ORAL,oncology,West,222.66666666666666,181.33333333333334,True,1
1120080837,1443907526,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,179.33333333333334,160.83333333333334,True,1
1265952337,1362560363,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,368.3333333333333,388.6666666666667,True,1
1299418347,1486849361,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,286.1666666666667,147.5,True,1
1332369119,1750236147,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,232.5,211.33333333333334,True,1
1444774099,1285520676,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,154.66666666666666,108.66666666666667,True,1
1460081361,1369949932,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,136.16666666666666,266.6666666666667,True,1
1492077734,1123148250,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Midwest,382.6666666666667,194.0,True,1
1610177150,1300832031,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,284.6666666666667,149.5,True,1
1657725655,1885189138,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,479.1666666666667,263.6666666666667,True,1
1672904236,1655321622,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,204.33333333333334,265.6666666666667,True,1
1710163217,1282914906,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,243.5,144.66666666666666,True,1
1714292012,1405577143,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,210.5,257.1666666666667,True,1
1714986282,1041640354,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,West,167.33333333333334,208.5,True,1
1724092733,1042224778,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Northeast,280.8333333333333,278.0,True,1
1732000645,1787619711,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southwest,365.8333333333333,404.3333333333333,True,1
1814938340,1871372714,random,EVT-0007,2023-07-28,CARD_HF_ARNI,cardiology,Southeast,225.0,253.5,True,1
1133616429,1749355669,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,172.5,242.0,True,1
1159841240,1398789739,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,372.8333333333333,217.33333333333334,True,1
1228081653,1189244753,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,82.5,234.0,True,1
1327009084,1443551811,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,207.83333333333334,171.5,True,1
1592062677,1824149854,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southeast,328.5,218.5,True,1
1636376422,1907112910,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Southwest,208.5,258.3333333333333,True,1
1674345776,1944636921,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,227.0,108.5,True,1
1719574174,1413495239,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Midwest,115.66666666666667,287.8333333333333,True,1
1788421810,1655374878,random,EVT-0008,2023-07-30,NEURO_MIGRAINE_CGRP,neurology,Northeast,211.0,91.16666666666667,True,1
1022312734,1184426066,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,40.666666666666664,70.33333333333333,True,1
1048976678,1670701188,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,84.33333333333333,144.16666666666666,True,1
1050506165,1697719783,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southeast,56.5,31.333333333333332,True,1
1065870788,1727463709,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,136.5,64.66666666666667,True,1
1081051991,1285347583,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Southwest,75.0,136.83333333333334,True,1
1098995024,1260279835,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,89.33333333333333,81.0,True,1
1101185407,1179994367,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,185.83333333333334,103.0,True,1
1123148250,1349076541,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southwest,257.0,25.666666666666668,True,1
1133130363,1467704312,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,244.66666666666666,129.5,True,1
1189244753,1767249513,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,neurology,Northeast,215.16666666666666,30.333333333333332,True,1
1263807582,1548035017,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,233.5,75.66666666666667,True,1
1280087226,1166368237,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,489.0,191.33333333333334,True,1
1296552940,1428222503,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,75.5,28.833333333333332,True,1
1332369119,1808310134,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Southeast,56.666666666666664,306.3333333333333,True,1
1413519731,1074076039,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,234.0,197.16666666666666,True,1
1456299035,1058613039,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,259.3333333333333,126.66666666666667,True,1
1481247389,1590337907,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,314.0,128.83333333333334,True,1
1484724632,1616115113,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,136.83333333333334,37.666666666666664,True,1
1547244776,1101142523,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,pulmonology,Northeast,71.66666666666667,115.5,True,1
1552813903,1844747141,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,109.5,287.0,True,1
1567742360,1440623548,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,211.16666666666666,155.16666666666666,True,1
1592123891,1501344612,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,78.5,84.16666666666667,True,1
1595301304,1892307210,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,127.16666666666667,80.83333333333333,True,1
1639269087,1625192632,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,253.33333333333334,87.5,True,1
1644815767,1402934529,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,192.0,136.5,True,1
1674102136,1638368260,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,104.16666666666667,70.83333333333333,True,1
1724092733,1637550512,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,cardiology,Northeast,53.0,39.5,True,1
1725724532,1793579560,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Northeast,201.5,255.33333333333334,True,1
1740047711,1113023042,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southeast,164.33333333333334,66.83333333333333,True,1
1824172013,1133042691,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,507.8333333333333,67.5,True,1
1862986803,1693350831,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Midwest,256.1666666666667,94.16666666666667,True,1
1896554999,1390158669,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,West,197.33333333333334,64.66666666666667,True,1
1924355757,1225504491,random,EVT-0009,2023-08-01,METABOLIC_GLP1_INJ,primary care,Southwest,223.16666666666666,161.16666666666666,True,1
1124726435,1610429726,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,366.6666666666667,95.0,True,1
1124890801,1506356074,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,218.66666666666666,208.0,True,1
1132120993,1534239003,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Northeast,112.5,27.166666666666668,True,1
1144669185,1710487228,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,474.5,73.0,True,1
1189769080,1257768279,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,222.5,191.33333333333334,True,1
1198262952,1394982015,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,pulmonology,Northeast,186.0,37.666666666666664,True,1
1202669523,1968209027,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Midwest,264.5,145.83333333333334,True,1
1299418347,1246818524,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Northeast,95.0,61.833333333333336,True,1
1300654963,1075683551,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,289.6666666666667,121.83333333333333,True,1
1341556789,1443551811,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,West,511.0,86.83333333333333,True,1
1423152481,1704216484,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Southeast,281.5,100.16666666666667,True,1
1478412079,1181854898,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Midwest,166.33333333333334,275.3333333333333,True,1
1552813903,1670701188,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Northeast,252.16666666666666,216.33333333333334,True,1
1594466975,1696806755,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,West,106.16666666666667,73.0,True,1
1710163217,1546273719,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Northeast,174.66666666666666,111.5,True,1
1714986282,1767508967,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,West,167.5,75.16666666666667,True,1
1768831921,1693350831,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,rheumatology,Northeast,87.83333333333333,95.83333333333333,True,1
1812815243,1257723886,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,primary care,Midwest,163.16666666666666,200.83333333333334,True,1
1828803407,1881781243,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,oncology,Northeast,69.66666666666667,115.16666666666667,True,1
1901019392,1243754490,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,West,491.5,311.5,True,1
1969108517,1028050239,random,EVT-0010,2023-08-06,CV_ANTICOAG_ORAL,cardiology,Midwest,217.0,104.0,True,1
1107378550,1534502129,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Southeast,67.16666666666667,168.33333333333334,True,1
1124726435,1191545544,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,primary care,Northeast,366.6666666666667,289.0,True,1
1137408567,1903798589,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,endocrinology,Northeast,402.3333333333333,206.0,True,1
1267903205,1718275724,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,endocrinology,Midwest,63.0,36.666666666666664,True,1
1279507085,1831786672,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,rheumatology,Southwest,150.0,84.16666666666667,True,1
1362560363,1892897319,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,West,187.66666666666666,209.5,True,1
1368009035,1987092370,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Northeast,144.66666666666666,82.5,True,1
1433980129,1455101661,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,pulmonology,Northeast,49.5,240.5,True,1
1435949049,1080672524,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,rheumatology,Northeast,236.0,263.3333333333333,True,1
1475115246,1135650855,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Southeast,119.83333333333333,79.16666666666667,True,1
1552813903,1937449878,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,primary care,Northeast,252.16666666666666,22.666666666666668,True,1
1567742360,1913743435,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,primary care,West,312.8333333333333,154.83333333333334,True,1
1595774286,1674708775,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,rheumatology,Midwest,199.5,383.6666666666667,True,1
1616418756,1025978341,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,neurology,Northeast,179.33333333333334,353.5,True,1
1670701188,1769333869,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Southeast,216.33333333333334,73.5,True,1
1672904236,1028436479,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Northeast,117.0,140.5,True,1
1683943777,1468815406,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,West,116.5,100.5,True,1
1714986282,1416644254,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,West,167.5,151.5,True,1
1724092733,1310164813,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Northeast,193.16666666666666,79.66666666666667,True,1
1725623817,1297280590,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,primary care,Southwest,189.5,150.33333333333334,True,1
1738903891,1364592786,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,endocrinology,Southeast,346.8333333333333,75.16666666666667,True,1
1745601371,1737256036,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Midwest,58.666666666666664,125.5,True,1
1746046261,1935314678,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,endocrinology,Northeast,173.5,279.8333333333333,True,1
1768831921,1694658844,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,rheumatology,Northeast,87.83333333333333,203.83333333333334,True,1
1856406925,1793685516,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,Northeast,135.0,276.3333333333333,True,1
1901019392,1342938887,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,cardiology,West,491.5,57.666666666666664,True,1
1939785840,1486849361,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,endocrinology,Southwest,286.6666666666667,49.333333333333336,True,1
1964945871,1169238601,random,EVT-0011,2023-08-08,CV_ANTICOAG_ORAL,endocrinology,Northeast,182.66666666666666,213.33333333333334,True,1
1074076039,1185877283,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Southeast,315.0,248.16666666666666,True,1
1123148250,1614978876,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Southwest,193.16666666666666,140.16666666666666,True,1
1246448348,1743431961,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Southeast,322.6666666666667,165.66666666666666,True,1
1265952337,1420113783,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Northeast,367.6666666666667,78.0,True,1
1332369119,1260279835,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Southeast,224.5,72.66666666666667,True,1
1341556789,1369949932,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,West,777.0,273.0,True,1
1460081361,1599978586,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Northeast,144.83333333333334,276.3333333333333,True,1
1475115246,1806103952,random,EVT-0012,2023-08-10,CARD_HF_ARNI,cardiology,Southeast,510.5,157.16666666666666,True,1
